Title,Series,Creator,ISBN,Language,Content access levels,Subscription
The Probability of Everything (unabridged),,"Everett, Sarah",9780063256583,English,Young adult,No
The Probability of Everything,,"Everett, Sarah",9780063256576,English,Young adult,No
The Problem with Forever,,"Armentrout, Jennifer L.",9781459293953,English,Adult,No
Prodigy (unabridged),Legend,"Lu, Marie",9781666600377,English,Young adult,No
Prodigy,Legend,"Lu, Marie",9781101607848,English,Adult,No
Professor Gargoyle: Professor Gargoyle,Tales from Lovecraft Middle School,"Gilman, Charles",9781594745928,English,Juvenile,No
Project Alpha,Voyagers,"MacHale, D. J.",9780385386593,English,Juvenile,No
Project Ancient Egypt,The Project Makers,"Adams, Simon",9781538392225,English,Juvenile,Yes
Prophecy of the Sisters,Prophecy of the Sisters,"Zink, Michelle",9780316053341,English,Young adult,No
The Prophet of Yonwood,Ember,"DuPrau, Jeanne",9780375840708,English,Juvenile,No
The Ps Brothers,,"Boelts, Maribeth",9780547505428,English,Juvenile,No
P.S. I Still Love You,To All the Boys I've Loved Before,"Han, Jenny",9781442426757,English,Young adult,No
Pterodactyl,When Dinosaurs Lived,"Riggs, Kate",9781566601092,English,Juvenile,No
Puddin',Dumplin',"Murphy, Julie",9780062418401,English,Adult,No
Puffer Fish,Amazing Ocean Life,"Sexton, Colleen",9781645197638,English,Juvenile,Yes
Pumpkins,,"Farmer, Jacqueline",9781607343257,English,Juvenile,No
Pup-Fu Power!,PAW Patrol,Nickelodeon Publishing,9781681073576,English,Juvenile,No
Pure Grit: How American World War II Nurses Survived Battle and Prison Camp in the Pacific,,"Farrell, Mary Cronk",9781613126370,English,Young adult,No
The Purloining of Prince Oleomargarine,,"Twain, Mark",9780553523249,English,Juvenile,No
Purple Daze,,"Shahan, Sherry",9780762442478,English,Adult,No
Purple Hibiscus: A Novel,,"Adichie, Chimamanda Ngozi",9781616202422,English,Adult,No
Push and Pull,Amicus Readers: Everyday Science (Level 1),"Dawson, Emily C.",9781607533054,English,Juvenile,No
Put Me in the Zoo,Beginner Books,"Lopshire, Robert",9780375986864,English,Juvenile,No
Pygmalion,,"Shaw, George Bernard",9781620116944,English,Young adult,Yes
Python for Kids: A Playful Introduction To Programming,,"Briggs, Jason R.",9781593274948,English,Juvenile,No
The Q (unabridged),,"Tintera, Amy",9780593609668,English,Young adult,No
The Quantum Weirdness of the Almost-Kiss: A Novel,,"Parks, Amy Noelle",9781683357155,English,Young adult,Yes
Qué divertido es mi conejito de indias (My Guinea Pig Is Funny),Historias divertidas de mascotas (Fun Pet Stories),"Nau, Myrna",9781538348703,Spanish; Castilian,Juvenile,Yes
Qué dulce: Dentro de una panadería (Sweet: Inside a Bakery),,"Greathouse, Lisa",9781684448524,Spanish; Castilian,Juvenile,Yes
The Queen: A Novella,The Selection,"Cass, Kiera",9780062351203,English,Young adult,No
The Queen of Nothing,Folk of the Air,"Black, Holly",9780316310406,English,Young adult,No
The Queen of Water,,"Resau, Laura",9780375896804,English,Adult,No
"Queer, There, and Everywhere: 23 People Who Changed the World",,"Prager, Sarah",9780062474346,English,Young adult,No
Querido dragón va a la estación de bomberos,Beginning-to-Read: Bilingual,"Hillert, Margaret",9781684443604,Spanish; Castilian,Juvenile,Yes
Querido dragón va al mercado,Beginning-to-Read: Bilingual,"Hillert, Margaret",9781684443611,Spanish; Castilian,Juvenile,Yes
The Quest for the Tree Kangaroo: An Expedition to the Cloud Forest of New Guinea,Scientists in the Field,"Montgomery, Sy",9780547529882,English,Juvenile,No
"A Quest of Heroes: Book, Book 1 in the Sorcerer's Ring",The Sorcerer's Ring,Morgan Rice,9781939416018,English,Adult,No
Queste: Queste,Septimus Heap,"Sage, Angie",9780061757051,English,Juvenile,No
A Question of Holmes,Charlotte Holmes,"Cavallaro, Brittany",9780062840240,English,Adult,No
The Quicksand Question,A to Z Mystery,"Roy, Ron",9780307543493,English,Juvenile,No
"Quinn and the Quiet, Quiet",Weird Stories Gone Wrong,"Dowding, Philippa",9781459743120,English,Juvenile,Yes
Race Against Death: The Greatest POW Rescue of World War II,,"Hopkinson, Deborah",9781338746174,English,Juvenile,No
Race Cars,Machines with Power!,"Fleming, Dana",9781648343872,English,Juvenile,Yes
Racing Motorcycles,The World's Fastest,"Finn, Denny Von",9781612114521,English,Juvenile,No
"Rad Women Worldwide: Artists and Athletes, Pirates and Punks, and Other Revolutionaries Who Shaped History",,"Schatz, Kate",9780399578878,English,Young adult,No
Radioactive!: How Irène Curie and Lise Meitner Revolutionized Science and Changed the World,,"Conkling, Winifred",9781616205553,English,Young adult,No
The Radium Girls: Young Readers' Edition: The Scary but True Story of the Poison that Made People Glow in the Dark (unabridged),,"Moore, Kate",9798765019177,English,Young adult,Yes
Raid of No Return: A World War II Tale of the Doolittle Raid,Nathan Hale's Hazardous Tales,"Hale, Nathan",9781683351429,English,Juvenile,Yes
The Railway Children,,"Nesbit, E.",9781620123959,English,Juvenile,Yes
Rain Forests: A Nonfiction Companion to Magic Tree House #6: Afternoon on the Amazon,Magic Tree House Fact Tracker,"Pope Osborne, Mary",9780307975171,English,Juvenile,No
A Rainbow of Rocks,,"DePalma, Kate",9781646860463,English,Juvenile,Yes
Ramona the Pest,Ramona Quimby,"Cleary, Beverly",9780061972362,English,Juvenile,No
Random Acts of Cakeness,Sunbird Picture Books,"Marmaras, Vikki",9798765407905,English,Juvenile,Yes
Rapid Ray: The Story Ray Lewis,,"Cooper, John",9781770490666,English,Young adult,No
Rapture (unabridged),Fallen,"Kate, Lauren",9780307706584,English,Adult,No
Rapture,Fallen,"Kate, Lauren",9780375897191,English,Adult,No
Raven Boys (unabridged),Raven Cycle,"Stiefvater, Maggie",9781338252828,English,Adult,No
"Ray Harryhausen Presents: Jason and the Argonauts - The Kingdom of Hades, Issue 1",Jason and the Argonauts: Kingdom of Hades (2008),"McIntee, David A.",,English,Adult,No
Raymie Nightingale,,"DiCamillo, Kate",9780763687083,English,Juvenile,No
Reached,Matched Trilogy,"Condie, Ally",9781101591710,English,Young adult,No
Reaching Out,The Circuit,"Jiménez, Francisco",9780547529530,English,Young adult,No
The Reader,The Reader,"Chee, Traci",9780698410626,English,Adult,No
"Ready, Set, Go!",,"Cortright, Celeste",9781782859970,English,Juvenile,Yes
Real Mermaids Don't Hold Their Breath,Real Mermaids,"Boudreau, Helene",9781402264481,English,Young adult,No
Reality Boy,,"King, A.S.",9780316222693,English,Adult,No
The Realm of Possibility,,"Levithan, David",9780307490032,English,Young adult,No
"Reavers of the Blood Sea: The Chaos War, Book 4",The Chaos War Series,"Knaak, Richard",9780786962914,English,Adult,No
Rebecca of Sunnybrook Farm,Rebecca,"Wiggin, Kate Douglas",9781620122259,English,Young adult,Yes
Rebel (unabridged),Legend,"Lu, Marie",9781250254429,English,Young adult,No
Rebel,Legend,"Lu, Marie",9781250221711,English,Young adult,No
Rebel Island,Tres Navarre,"Riordan, Rick",9780553904109,English,Adult,No
Rebellion,The 100,"Morgan, Kass",9780316503013,English,Adult,No
Reboot Your Brain: Byte-Sized Devotions for Boys,2:52 / Soul Gear,"Shoemaker, Tim",9780310873648,English,Juvenile,No
Rebound,Crossover,"Alexander, Kwame",9781328476630,English,Young adult,No
Recess!,Comics Squad,"Holm, Jennifer L.",9780385370059,English,Juvenile,No
Recipe for Trouble: The Cupcake Club,Cupcake Club,"Berk, Sheryl",9781402264542,English,Juvenile,No
Reckless,Reckless,"Funke, Cornelia",9780316122917,English,Young adult,No
Recogemos manzanas / We Pick Apples,I Live on a Farm,"Merrick, Gabriel",9781508164609,"English, Spanish; Castilian",Juvenile,Yes
The Red Badge of Courage (unabridged),Classic Adventure in Audio,"Crane, Stephen",,English,Young adult,No
The Red Badge of Courage: An Episode of the American Civil War,,"Crane, Stephen",9781620113448,English,Young adult,Yes
The Red Blazer Girls: The Ring of Rocamadour,The Red Blazer Girls,"Beil, Michael D.",9780375891571,English,Young adult,No
The Red Fox Clan,Ranger's Apprentice: The Royal Ranger,"Flanagan, John",9781524741396,English,Juvenile,No
Red Foxes,Animals of the Forest,"Perish, Patrick",9781648344169,English,Juvenile,Yes
Red Pandas,Animal Safari,"Fleming, Dana",9781681030555,English,Juvenile,Yes
The Red Pyramid,The Kane Chronicles,"Riordan, Rick",9781423142492,English,Juvenile,No
The Red Pyramid: The Graphic Novel: The Red Pyramid: The Graphic Novel,The Kane Chronicles Graphic Novel,"Riordan, Rick",9781423174677,English,Juvenile,No
Red Queen (unabridged),Red Queen,"Aveyard, Victoria",9780062346513,English,Young adult,No
Red Queen,Red Queen,"Aveyard, Victoria",9780062310651,English,Young adult,No
Red Scarf Girl: A Memoir of the Cultural Revolution,,"Jiang, Ji-li",9780062035349,English,Young adult,No
The Red Umbrella,,"Gonzalez, Christina Diaz",9780375896286,English,Young adult,No
Red's Untold Tale: Red's Untold Tale,Once Upon a Time,"Toliver, Wendy",9781484730126,English,Young adult,No
Refugee (unabridged),,"Gratz, Alan",9781338252910,English,Juvenile,No
Regina Rising: Regina Rising,Once Upon a Time,"Toliver, Wendy",9781368002004,English,Young adult,No
The Reinvention of Bessica Lefter,Bessica Lefter,"Tracy, Kristen",9780375897382,English,Juvenile,No
Remarkably Ruby,Emmie & Friends,"Libenson, Terri",9780063139206,English,Juvenile,No
The Remember Balloons,,"Oliveros, Jessie",9781481489164,English,Juvenile,No
Renegades (unabridged),Renegades,"Meyer, Marissa",9781427290090,English,Young adult,No
Renegades,Renegades,"Meyer, Marissa",9781250164070,English,Young adult,No
The Reptile Room,A Series of Unfortunate Events,"Snicket, Lemony",9780061757143,English,Juvenile,No
The Republic,,Plato,9781620114261,English,Young adult,Yes
Requiem,Delirium,"Oliver, Lauren",9780062202963,English,Adult,No
Rescue and Jessica: A Life-Changing Friendship,,"Kensky, Jessica",9781536205343,English,Juvenile,No
Rescuing the Children: The Story of the Kindertransport,,"Hodge, Deborah",9781770493667,English,Juvenile,No
Resist: A Story of D-Day,,"Gratz, Alan",9781338722734,English,Juvenile,No
The Rest of Us Just Live Here (unabridged),,"Ness, Patrick",9780062421715,English,Adult,No
Restart (unabridged),,"Korman, Gordon",9781501956010,English,Juvenile,No
Restart,,"Korman, Gordon",9781338053784,English,Juvenile,No
Restore Me,Shatter Me,"Mafi, Tahereh",9780062676382,English,Adult,No
Return of Tarzan,Tarzan,"Burroughs, Edgar Rice",9781620115220,English,Young adult,Yes
"The Return of the King (unabridged, performance)",The Lord of the Rings,"Tolkien, J.R.R.",9781598874525,English,Young adult,No
Return to Paradise,Leaving Paradise Novel,"Elkeles, Simone",9780738727295,English,Adult,No
Return to Paradise: The Lost Files: Return to Paradise,Lorien Legacies: The Lost Files,"Lore, Pittacus",9780062287663,English,Adult,No
Return to Sender (unabridged),,"Alvarez, Julia",9780307707659,English,Juvenile,No
Return to Sender,,"Alvarez, Julia",9780375891618,English,Juvenile,No
The Revenge of Magic,The Revenge of Magic,"Riley, James",9781481485791,English,Juvenile,No
The Revenge of Seven,Lorien Legacies,"Lore, Pittacus",9780062194749,English,Young adult,No
Revolution,,"Donnelly, Jennifer",9780375897603,English,Adult,No
Revolution in Our Time: The Black Panther Party's Promise to the People (unabridged),,"Magoon, Kekla",9780593587362,English,Young adult,No
Revolution in Our Time: The Black Panther Party's Promise to the People,,"Magoon, Kekla",9781536223422,English,Young adult,No
Revolutionary War on Wednesday,Magic Tree House,"Pope Osborne, Mary",9780375894794,English,Juvenile,No
"Rewire Your Anxious Brain for Teens: Using CBT, Neuroscience, and Mindfulness to Help You End Anxiety, Panic, and Worry",Instant Help Solutions,"Kissen, Debra",9781684033775,English,Young adult,No
The Rhino in Right Field,Washington Park Stories,"DeKeyser, Stacy",9781534406285,English,Juvenile,No
Richard Scarry's the Best Mistake Ever! and Other Stories,"Step Into Reading, Level 3","Scarry, Richard",9780307974730,English,Juvenile,No
Rime of the Ancient Mariner: And Select Poems,,"Coleridge, Samuel Taylor",9781620111444,English,Young adult,Yes
A Ring Realms Novel: Savant's Blood Series Book 2: Hecate's Bounty,A Ring Realms Novel,"Greenway, Will",9781876962029,English,Young adult,No
Rinkitink in Oz,Oz,"Baum, L. Frank",9781620119778,English,Juvenile,Yes
The Rise and Fall of the Maya Civilization,Ancient Civilizations: Need to Know,"Faust, D. R.",9798892321792,English,Juvenile,Yes
The Rise of Nine (unabridged),Lorien Legacies,"Lore, Pittacus",9780062201775,English,Young adult,No
The Rise of Nine,Lorien Legacies,"Lore, Pittacus",9780062190185,English,Young adult,No
Rivals (unabridged),,"Greenwald, Tommy",9781666103953,English,Young adult,Yes
The River,Hatchet,"Paulsen, Gary",9780440229674,English,Young adult,No
River Secrets,Books of Bayern,"Hale, Shannon",9781599904092,English,Young adult,No
The Road to Oz,Oz,"Baum, L. Frank",9781620122976,English,Juvenile,Yes
Rob Gronkowski,Amazing Athletes,"Fishman, Jon M.",9781512450897,English,Juvenile,No
"Robert's Rules in Plain English 2e: A Readable, Authoritative, Easy-to-Use Guide to Running Meetings",,"Zimmerman, Doris P.",9780061753268,English,Young adult,No
Robins,Backyard Birds,"Fleming, Dana",9781648344039,English,Juvenile,Yes
Robinson Crusoe,Robinson Crusoe,"Defoe, Daniel",9781620116623,English,Young adult,Yes
Robinson Crusoe,Union Square Kids Unabridged Classics,"McKowen, Scott",9781402797729,English,Young adult,No
Robopocalypse: A Novel (unabridged),Robopocalypse,"Wilson, Daniel H.",9780307913937,English,Adult,No
Robopocalypse: A Novel,Robopocalypse,"Wilson, Daniel H.",9780385533867,English,Adult,No
"Rock on, Mom and Dad! (unabridged)",Pete the Cat,"Dean, James",9780062368102,English,Juvenile,No
Rocket to the Moon!: Big Ideas That Changed the World #1,BIG IDEAS That Changed the World,"Brown, Don",9781683354802,English,Juvenile,No
Rocking in My School Shoes,Pete the Cat,"Litwin, Eric",9780062105196,English,Juvenile,No
Rodrick Rules,Diary of a Wimpy Kid,"Kinney, Jeff",9781613122440,English,Juvenile,No
"Roll of Thunder, Hear My Cry (unabridged)",Logan Family Saga,"Taylor, Mildred D.",9780739345016,English,Juvenile,No
Roller Girl: (Newbery Honor Award Winner),,"Jamieson, Victoria",9780698190597,English,Juvenile,No
Rolls Royce,Ultimate Cars Set 2,"Wheeler, Jill C.",9781617144004,English,Juvenile,No
Romeo and Juliet,,"Shakespeare, William",9781620116142,English,Young adult,Yes
Ronan Boyle and the Bridge of Riddles,Ronan Boyle,"Lennon, Thomas",9781683355342,English,Juvenile,No
Rootless (unabridged),,"Howard, Chris",9781338244533,English,Adult,No
Rosa Parks,African American Leaders of Courage,"Susienka, Kristen",9781725308572,English,Juvenile,Yes
Rose in Bloom,Eight Cousins,"Alcott, Louisa May",9781620119952,English,Young adult,Yes
The Rose Society (unabridged),The Young Elites,"Lu, Marie",9781101925430,English,Adult,No
The Rose Society,The Young Elites,"Lu, Marie",9780698173842,English,Adult,No
Rosie Revere and the Raucous Riveters,Questioneers Chapter Books,"Beaty, Andrea",9781683354277,English,Juvenile,Yes
"Rosie Revere, Engineer (unabridged)",Questioneers Picture Books,"Beaty, Andrea",9781666601220,English,Juvenile,No
"Rosie Revere, Engineer",Questioneers Picture Books,"Beaty, Andrea",9781613125304,English,Juvenile,No
Rotters (unabridged),,"Kraus, Daniel",9780307941831,English,Adult,No
Rotters,,"Kraus, Daniel",9780375895586,English,Adult,No
The Rough Patch (unabridged),,"Lies, Brian",9780062842046,English,Juvenile,No
A Rover's Story (unabridged),,"Warga, Jasmine",9780063113954,English,Young adult,No
A Rover's Story,,"Warga, Jasmine",9780063113947,English,Young adult,No
Ruby Holler,,"Creech, Sharon",9780061972508,English,Juvenile,No
Ruby Wizardry: An Introduction to Programming for Kids,,"Weinstein, Eric",9781593276638,English,Young adult,No
The Rule of Thirds,Pippa Greene,"Guertin, Chantel",9781770904620,English,Young adult,Yes
The Rule of Thoughts,The Mortality Doctrine,"Dashner, James",9780375984648,English,Young adult,No
Rumors (unabridged),Luxe,"Godbersen, Anna",9780061709616,English,Adult,No
Rumors,Luxe,"Godbersen, Anna",9780061757044,English,Adult,No
"Run, Boy, Run",,"Orlev, Uri",9780547530994,English,Young adult,No
The Runaway Racehorse,A to Z Mystery,"Roy, Ron",9780307544674,English,Juvenile,No
The Running Dream (unabridged),,"Van Draanen, Wendelin",9780307879516,English,Young adult,No
The Running Dream,,"Van Draanen, Wendelin",9780375896798,English,Young adult,No
Ruth and the Green Book,,"Strauss, Gwen",9780761362180,English,Juvenile,No
Ruthless: Ruthless,Pretty Little Liars,"Shepard, Sara",9780062081889,English,Adult,No
Sabriel,The Old Kingdom,"Nix, Garth",9780061975134,English,Young adult,No
Sachiko: A Nagasaki Bomb Survivor's Story,,"Stelson, Caren",9781512408935,English,Young adult,No
Sadie: A Novel (unabridged),,"Summers, Courtney",9781250300911,English,Adult,No
Safe Harbour,,"Kilbourne, Christina",9781459745209,English,Adult,Yes
Safekeeping: A Novel of Tomorrow (unabridged),,"Hesse, Karen",9781427227218,English,Young adult,No
Saint Anything,,"Dessen, Sarah",9780698191419,English,Young adult,No
Salt & Storm,Salt & Storm,"Kulper, Kendall",9780316404501,English,Adult,No
Salt to the Sea,,"Sepetys, Ruta",9780698172623,English,Young adult,No
Same Sun Here,,"Vaswani, Neela",9780763657475,English,Juvenile,No
Sammy Keyes and the Hotel Thief,Sammy Keyes,"Van Draanen, Wendelin",9780375890444,English,Juvenile,No
Samurai Rising: The Epic Life of Minamoto Yoshitsune,,"Turner, Pamela S.",9781607348481,English,Young adult,No
San Antonio Spurs,NBA Champions,"Frisch, Aaron",9781566600972,English,Juvenile,No
Sanitized for Your Protection,Timmy Failure,"Pastis, Stephan",9780763681722,English,Juvenile,No
Santa Retires,,"Biedrzycki, David",9781607344599,English,Juvenile,No
"Sarah, Plain and Tall (unabridged)","Sarah, Plain and Tall","MacLachlan, Patricia",9780061802157,English,Juvenile,No
"Sarah, Plain and Tall","Sarah, Plain and Tall","MacLachlan, Patricia",9780062285768,English,Juvenile,No
The Sasquatch of Hawthorne Elementary,,"Jackson, K. B.",9781478879657,English,Juvenile,Yes
Save Me a Seat,,"Weeks, Sarah",9780545846622,English,Young adult,No
Save Me a Seat (Scholastic Gold) (unabridged),,"Weeks, Sarah",9781338252958,English,Young adult,No
Save the Date,,"Matson, Morgan",9781481404594,English,Young adult,No
Save the Day,,"Neiley, Dani",9780743951647,English,Juvenile,Yes
Saving the World and Other Extreme Sports,Maximum Ride,"Patterson, James",9780316005494,English,Young adult,No
Sawkill Girls,,"Legrand, Claire",9780062696625,English,Adult,No
Say What?: The 'Real' Meaning Behind Everyday Expressions,,"Baker, Rosalie",9780812627718,English,Juvenile,No
The Scarecrow of Oz,Oz,"Baum, L. Frank",9781620119785,English,Juvenile,Yes
Scared Stiff: Everything You Need to Know About 50 Famous Phobias,,"Latta, Sara",9781936976508,English,Juvenile,No
Scaredy Kate,,"Grant, Jacob",9781438092478,English,Juvenile,No
Scaredy Squirrel,Scaredy Squirrel,"Watt, Mélanie",9781453253892,English,Juvenile,No
Scaredy Squirrel,Scaredy Squirrel,"Watt, Mélanie",9781771384001,English,Juvenile,No
Scaredy Squirrel at Night,Scaredy Squirrel,"Watt, Mélanie",9781894786126,English,Juvenile,No
Scaredy Squirrel at the Beach,Scaredy Squirrel,"Watt, Mélanie",9781894786133,English,Juvenile,No
Scaredy Squirrel Has a Birthday Party,Scaredy Squirrel,"Watt, Mélanie",9781894786140,English,Juvenile,No
Scaredy Squirrel Makes a Friend,Scaredy Squirrel,"Watt, Mélanie",9781771384018,English,Juvenile,No
Scarlet (unabridged),The Lunar Chronicles,"Meyer, Marissa",9781427229656,English,Young adult,No
Scarlet,The Lunar Chronicles,"Meyer, Marissa",9781250037633,English,Young adult,No
The Scarlet Letter (unabridged),,"Hawthorne, Nathaniel",,English,Young adult,Yes
The Scarlet Letter,,"Hawthorne, Nathaniel",9781620117019,English,Young adult,Yes
The Scarlet Pimpernel,The Scarlet Pimpernel,"Orczy, Baroness Emmuska",9781620114452,English,Young adult,Yes
Scarlett Undercover,,"Latham, Jennifer",9780316283892,English,Young adult,No
Scary Summer: A Graphic Novel,Goosebumps Graphix,"Stine, R. L.",9780545294850,English,Juvenile,No
Scat,,"Hiaasen, Carl",9780375891670,English,Juvenile,No
The School for Good and Evil,The School for Good and Evil,"Chainani, Soman",9780062104915,English,Juvenile,No
The School Skeleton,A to Z Mystery,"Roy, Ron",9780307545435,English,Juvenile,No
School's Out—Forever,Maximum Ride,"Patterson, James",9780759515789,English,Young adult,No
Science Fair,,"Barry, Dave",9781423140795,English,Juvenile,No
The Scorch Trials (unabridged),Maze Runner,"Dashner, James",9780307706621,English,Young adult,No
The Scorch Trials,Maze Runner,"Dashner, James",9780375896118,English,Young adult,No
The Scorpion Rules (unabridged),,"Bow, Erin",9781442391611,English,Adult,No
Scratch 2.0 Game Development Hotshot,,"van Pul, Sergio",9781849697576,English,Young adult,No
Scream Street: Fang of the Vampire,Scream Street,"Donbavand, Tommy",9780763654412,English,Juvenile,No
Scuba-Cat,My First I Can Read: Pete the Cat,"Dean, James",9780062303905,English,Juvenile,No
Scythe,Arc of a Scythe,"Shusterman, Neal",9781442472440,English,Young adult,No
Se me cayó un diente,Read-It! Readers en Espanol: Story Collection,"Blackaby, Susan",9781404825666,Spanish; Castilian,Juvenile,No
The Sea of Monsters (unabridged),Percy Jackson and the Olympians,"Riordan, Rick",9780739329986,English,Juvenile,No
The Sea of Monsters,Percy Jackson and the Olympians,"Riordan, Rick",9781423131960,English,Juvenile,No
The Sea of Terror,Once Upon a Tim,"Gibbs, Stuart",9781665917469,English,Juvenile,No
Sea Otters,Oceans Alive,"Wendorff, Anne",9781612111520,English,Juvenile,No
Sea Otters / Las nutrias marinas,PowerKids Readers: Sea Friends,"Alamán, Eduardo",9781448899883,"English, Spanish; Castilian",Juvenile,Yes
Sea Shells,Oceans Alive,"Skeie, Shari",9781612111537,English,Juvenile,No
Sea Witch,,"Henning, Sarah",9780062438812,English,Young adult,No
Seal Song,,"Spalding, Andrea",9781554692439,English,Juvenile,No
The Search for Sam: The Lost Files: The Search for Sam,Lorien Legacies: The Lost Files,"Lore, Pittacus",9780062218773,English,Young adult,No
The Season of Styx Malone,,"Magoon, Kekla",9781524715977,English,Juvenile,No
Season of the Sandstorms,Magic Tree House: Merlin Missions,"Pope Osborne, Mary",9780375894565,English,Juvenile,No
Seasons,Discovering Nature's Cycles,"Nelson, Robin",,English,Juvenile,No
Second Strike: Book 2,Power Button,"Soto, Zack",9798765631423,English,Juvenile,Yes
The Second Summer of the Sisterhood,The Sisterhood of the Traveling Pants,"Brashares, Ann",9780375890246,English,Young adult,No
The Secret Garden,,"Burnett, Frances Hodgson",9781620117187,English,Juvenile,No
The Secret Language of Girls (unabridged),,"Dowell, Frances O'Roark",9780739385777,English,Juvenile,No
The Secret of Skull Island,Double Detectives,"Norris, Zack",9781402798047,English,Juvenile,No
The Secret of the Fortune Wookiee,Origami Yoda,"Angleberger, Tom",9781613124567,English,Juvenile,No
The Secret of the Jade Bangle (unabridged),The Nguyen Kids,"Trinh, Linda",9781773217185,English,Juvenile,Yes
Secret Soldiers: A Novel of World War I,,"Hutton, Keely",9780374309046,English,Young adult,No
Secrets at Sea (unabridged),Secrets at Sea,"Peck, Richard",9780307968296,English,Juvenile,No
See Pip Flap: Ready-to-Read Pre-Level 1,"The Adventures of Otto:Ready-to-Read, Pre-Level 1","Milgrim, David",9781534416376,English,Juvenile,No
See the Dog: Three Stories About a Cat,See the Cat,"LaRochelle, David",9781536225624,English,Juvenile,Yes
See You at Harry's,,"Knowles, Jo",9780763659943,English,Young adult,No
See You in the Cosmos,,"Cheng, Jack",9780399186394,English,Juvenile,No
Seizure: A Virals Novel,Virals,"Reichs, Kathy",9781101547977,English,Young adult,No
The Selection (unabridged),The Selection,"Cass, Kiera",9780062132659,English,Young adult,No
The Selection,The Selection,"Cass, Kiera",9780062059956,English,Young adult,No
The Selection Stories: The Prince / The Guard (unabridged),The Selection,"Cass, Kiera",9780062320209,English,Young adult,No
The Self-Esteem Habit for Teens: 50 Simple Ways to Build Your Confidence Every Day,Instant Help Solutions,"Schab, Lisa M.",9781626259201,English,Young adult,No
Send,,"Blount, Patty",9781402273391,English,Young adult,No
Sense and Sensibility,,"Austen, Jane",9781620117415,English,Young adult,Yes
Sequoyah: The Cherokee Man Who Gave His People Writing,,"Rumford, James",9780547528724,English,Juvenile,No
Seraphina (unabridged),Seraphina,"Hartman, Rachel",9780307968951,English,Young adult,No
Seraphina,Seraphina,"Hartman, Rachel",9780375896583,English,Young adult,No
A Series of Unfortunate Events Collection: Books 1-13,A Series of Unfortunate Events,"Snicket, Lemony",9780062132949,English,Juvenile,No
Serpientes de cerca (Snakes Up Close),,"Blazeman, Christopher",9781684447909,Spanish; Castilian,Juvenile,Yes
Sesame Street Furry Friends Forever: First Look and Find,First Look and Find: Sesame Street,PI Kids,9798765400616,English,Juvenile,Yes
Setting Limits,The Sky's the Limit,"Finne, Stephanie",9781645278634,English,Juvenile,Yes
Seven Comic Book Scripts Volume Two,,"Jeschonek, Robert",9781476436524,English,Adult,No
"Seventeen Real Girls, Real-Life Stories: True Crime",,Seventeen Magazine,9781588168535,English,Adult,No
The Seventh Element,Voyagers,"Mass, Wendy",9780385386746,English,Juvenile,No
Shabanu,Shabanu Series,"Staples, Suzanne Fisher",9780375985898,English,Young adult,No
Shades of Simon Gray,,"McDonald, Joyce",9780307819789,English,Young adult,No
Shadow,The Paper Gods,"Sun, Amanda",9781459235823,English,Adult,No
Shadow Kiss,Vampire Academy,"Mead, Richelle",9781440697180,English,Adult,No
Shadow of the Batgirl,,"Kuhn, Sarah",,English,Adult,Yes
Shadow of the Fox,Shadow of the Fox,"Kagawa, Julie",9781488097225,English,Adult,No
Shadowcaster,Shattered Realms,"Chima, Cinda Williams",9780062380999,English,Young adult,No
Shadowfell,Shadowfell,"Marillier, Juliet",9780375983665,English,Young adult,No
The Shadowglass,Bone Witch,"Chupeco, Rin",9781492660620,English,Young adult,No
Shadowhunters and Downworlders: A Mortal Instruments Reader,,"Clare, Cassandra",9781937856298,English,Young adult,No
Shadows,Ashes Trilogy,"Bick, Ilsa J.",9781512401677,English,Adult,No
The Shadows of Ghadames,,"Stolz, Joelle",9780307490780,English,Juvenile,No
Shakespeare's Sonnets,,"Shakespeare, William",9781620114551,English,Young adult,Yes
Shame the Stars (Shame the Stars #1),Shame the Stars,"McCall, Guadalupe García",9781620142790,English,Young adult,No
Shampoodle,"Step Into Reading, Level 2","Holub, Joan",9780307771537,English,Juvenile,No
Sharing the Stage,Georgie Dupree,"Kelley, Ceece",9781953859228,English,Juvenile,Yes
Shatter Me (unabridged),Shatter Me,"Mafi, Tahereh",9780062111234,English,Adult,No
Shatter Me,Shatter Me,"Mafi, Tahereh",9780062085511,English,Adult,No
Shatterproof (unabridged),The 39 Clues: Cahills vs. Vespers,"Smith, Roland",9781338241341,English,Juvenile,No
Shaun White,Amazing Athletes,"Doeden, Matt",9780761368601,English,Juvenile,No
She Persisted: 13 American Women Who Changed the World,She Persisted,"Clinton, Chelsea",9781524741778,English,Juvenile,No
She's Got This,,"Hernandez, Laurie",9780063018921,English,Juvenile,No
Shetland Sheepdogs,My Favorite Dog,"Nichols, Rhonda E.",9781645194781,English,Juvenile,Yes
Shiloh (unabridged),Shiloh,"Naylor, Phyllis Reynolds",9780739330463,English,Juvenile,No
Shine of the Silver Dragon,Dragon Masters,"West, Tracey",9781338263671,English,Juvenile,No
"Shine On, Luz Véliz! (unabridged)",,"Balcarcel, Rebecca",9798350878691,English,Juvenile,Yes
"Shinobi: Ninja Princess, Book 4",Shinobi: Ninja Princess,"Wade, Martheus",,English,Adult,No
"Shinobi: Ninja Princess, Book 5",Shinobi: Ninja Princess,"Wade, Martheus",,English,Adult,No
